"Hora","Voltage[V]","ε Voltage[V]","Current[µA]","ε Current[µA]","Pressure[Pa]","ε Pressure[Pa]"
"2022-11-16 16:33:53.033","-23,85","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.034","-20,28","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.035","-11,96","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.036","-9,59","0,00001","-13,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.037","-7,47","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.038","-2,98","0,00001","-9,49","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.039","0,85","0,00001","-4,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.040","3,76","0,00001","-3,59","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.041","4,55","0,00001","-0,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.042","7,59","0,00001","3,28","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.043","11,42","0,00001","8,19","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.044","14,72","0,00001","13,10","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.045","16,44","0,00001","14,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.046","21,98","0,00001","21,28","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.047","24,76","0,00001","24,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.048","28,19","0,00001","28,81","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.049","28,46","0,00001","31,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.050","30,97","0,00001","35,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.051","36,38","0,00001","38,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.052","39,16","0,00001","42,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.053","40,87","0,00001","47,14","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.054","40,87","0,00001","51,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.055","45,23","0,00001","55,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.056","52,89","0,00001","64,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.057","53,82","0,00001","70,38","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.058","54,48","0,00001","75,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.059","61,21","0,00001","80,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.060","62,27","0,00001","82,49","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.061","58,57","0,00001","65,80","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.062","52,89","0,00001","52,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.063","49,59","0,00001","40,92","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.064","49,06","0,00001","30,77","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.065","45,76","0,00001","23,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.066","41,93","0,00001","14,08","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.067","34,14","0,00001","-0,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.068","31,89","0,00001","-2,61","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.069","29,12","0,00001","-5,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.070","25,29","0,00001","-10,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.071","20,53","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.072","18,02","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.073","15,12","0,00001","-10,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.074","12,74","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.075","8,11","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.076","4,42","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.077","0,06","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.078","-2,72","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.079","-7,21","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.080","-9,98","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.081","-11,70","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.082","-13,42","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.083","-16,59","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.084","-20,81","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.085","-22,66","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.086","-25,04","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.087","-26,62","0,00001","-19,31","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.088","-34,02","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.089","-35,74","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.090","-37,98","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.091","-40,36","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.092","-44,72","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.093","-48,29","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.094","-49,74","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.095","-51,85","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.096","-54,89","0,00001","-24,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.097","-59,38","0,00001","-27,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.098","-60,17","0,00001","-22,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.099","-56,08","0,00001","-21,60","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.100","-53,17","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.101","-51,46","0,00001","-25,20","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.102","-48,02","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.103","-43,93","0,00001","-19,31","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.104","-39,57","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.105","-37,06","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.106","-34,81","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.107","-30,72","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.108","-26,76","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.109","-20,68","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.110","-17,91","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.111","-13,42","0,00001","-11,78","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.112","-9,45","0,00001","-9,16","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.113","-6,28","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.114","-4,96","0,00001","-12,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.115","-1,66","0,00001","-10,14","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.116","2,30","0,00001","-4,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.117","6,00","0,00001","0,01","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.118","7,59","0,00001","1,97","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.119","13,40","0,00001","9,50","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.120","16,30","0,00001","14,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.121","19,34","0,00001","17,68","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.122","19,74","0,00001","20,30","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.123","22,78","0,00001","23,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.124","27,27","0,00001","27,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.125","30,31","0,00001","32,08","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.126","31,89","0,00001","35,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.127","32,29","0,00001","38,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.128","37,17","0,00001","42,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.129","40,48","0,00001","46,49","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.130","44,31","0,00001","55,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.131","46,02","0,00001","58,92","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.132","52,50","0,00001","63,18","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.133","55,27","0,00001","68,09","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.134","57,25","0,00001","73,33","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.135","56,72","0,00001","78,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.136","59,76","0,00001","85,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.137","59,76","0,00001","67,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.138","56,46","0,00001","55,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.139","51,84","0,00001","43,21","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.140","44,97","0,00001","23,57","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.141","42,33","0,00001","16,04","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.142","39,95","0,00001","10,48","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.143","35,46","0,00001","1,97","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.144","31,23","0,00001","-3,59","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.145","28,98","0,00001","-5,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.146","26,08","0,00001","-6,21","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.147","23,30","0,00001","-9,49","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.148","18,55","0,00001","-13,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.149","14,72","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.150","12,87","0,00001","-12,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.151","6,66","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.152","1,91","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.153","-1,13","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.154","-2,98","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.155","-4,70","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.156","-8,26","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.157","-11,96","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.158","-13,68","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.159","-16,19","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.160","-18,04","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.161","-25,44","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.162","-26,89","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.163","-29,00","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.164","-31,64","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.165","-36,00","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.166","-39,17","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.167","-40,63","0,00001","-19,31","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.168","-42,61","0,00001","-19,31","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.169","-45,78","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.170","-50,27","0,00001","-26,18","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.171","-53,04","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.172","-57,00","0,00001","-23,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.173","-60,70","0,00001","-28,14","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.174","-61,89","0,00001","-27,49","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.175","-58,19","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.176","-54,50","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.177","-50,14","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.178","-48,02","0,00001","-23,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.179","-45,51","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.180","-41,15","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.181","-37,46","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.182","-31,78","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.183","-29,00","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.184","-24,51","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.185","-20,28","0,00001","-12,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.186","-16,98","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.187","-15,13","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.188","-11,96","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.189","-7,74","0,00001","-10,80","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.190","-3,51","0,00001","-10,14","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.191","-1,13","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.192","0,59","0,00001","-9,49","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.193","7,59","0,00001","2,95","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.194","10,76","0,00001","6,55","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.195","11,42","0,00001","8,84","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.196","14,32","0,00001","12,77","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.197","18,55","0,00001","16,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.198","21,72","0,00001","21,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.199","23,44","0,00001","24,55","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.200","24,10","0,00001","28,16","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.201","28,46","0,00001","31,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.202","31,63","0,00001","34,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.203","34,53","0,00001","42,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.204","37,57","0,00001","45,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.205","43,25","0,00001","49,10","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.206","46,02","0,00001","52,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.207","48,27","0,00001","57,61","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.208","48,14","0,00001","61,87","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.209","51,70","0,00001","66,13","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.210","57,65","0,00001","71,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.211","60,42","0,00001","77,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.212","61,08","0,00001","83,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.213","56,19","0,00001","70,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.214","53,29","0,00001","46,16","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.215","50,65","0,00001","37,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.216","45,76","0,00001","26,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.217","41,53","0,00001","18,01","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.218","39,68","0,00001","10,15","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.219","36,65","0,00001","6,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.220","34,00","0,00001","0,33","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.221","29,25","0,00001","-5,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.222","25,55","0,00001","-8,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.223","23,57","0,00001","-9,16","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.224","20,66","0,00001","-9,16","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.225","12,34","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.226","8,91","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.227","6,79","0,00001","-14,72","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.228","4,55","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.229","0,72","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.230","-3,51","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.231","-5,23","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.232","-7,60","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.233","-9,45","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.234","-13,42","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.235","-18,17","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.236","-20,28","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.237","-22,93","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.238","-27,28","0,00001","-21,60","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.239","-30,46","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.240","-31,78","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.241","-33,63","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.242","-36,80","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.243","-41,15","0,00001","-24,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.244","-43,93","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.245","-45,91","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.246","-51,32","0,00001","-26,51","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.247","-55,42","0,00001","-27,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.248","-57,80","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.249","-60,04","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.250","-60,44","0,00001","-23,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.251","-58,33","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.252","-56,08","0,00001","-24,87","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.253","-51,85","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.254","-48,15","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.255","-44,32","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.256","-39,83","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.257","-35,21","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.258","-30,98","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.259","-27,81","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.260","-25,96","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.261","-22,79","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.262","-18,44","0,00001","-13,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.263","-14,21","0,00001","-12,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.264","-11,43","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.265","-9,45","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.266","-5,49","0,00001","-12,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.267","2,04","0,00001","-7,52","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.268","3,36","0,00001","-5,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.269","5,60","0,00001","-0,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.270","9,96","0,00001","5,24","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.271","12,87","0,00001","11,46","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.272","15,25","0,00001","13,75","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.273","15,78","0,00001","16,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.274","19,34","0,00001","20,30","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.275","23,04","0,00001","23,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.276","26,34","0,00001","28,81","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.277","28,98","0,00001","34,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.278","33,87","0,00001","37,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.279","36,78","0,00001","40,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.280","39,68","0,00001","44,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.281","39,95","0,00001","47,79","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.282","42,33","0,00001","51,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.283","48,53","0,00001","55,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.284","51,18","0,00001","60,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.285","52,89","0,00001","64,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.286","52,76","0,00001","70,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.287","57,12","0,00001","75,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.288","61,35","0,00001","75,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.289","56,33","0,00001","61,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.290","51,04","0,00001","49,10","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.291","50,38","0,00001","38,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.292","47,08","0,00001","29,46","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.293","44,57","0,00001","22,26","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.294","39,55","0,00001","12,44","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.295","35,99","0,00001","5,24","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.296","34,27","0,00001","0,33","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.297","31,10","0,00001","-2,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.298","23,17","0,00001","-12,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.299","19,34","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.300","17,23","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.301","14,85","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.302","11,15","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.303","6,27","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.304","3,62","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.305","1,11","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.306","-0,74","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.307","-4,57","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.308","-8,13","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.309","-12,09","0,00001","-14,72","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.310","-14,21","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.311","-18,17","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.312","-21,87","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.313","-23,06","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.314","-25,04","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.315","-27,81","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.316","-32,17","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.317","-35,08","0,00001","-22,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.318","-36,80","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.319","-41,81","0,00001","-24,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.320","-46,17","0,00001","-26,51","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.321","-48,95","0,00001","-23,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.322","-50,93","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.323","-52,65","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.324","-56,48","0,00001","-26,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.325","-60,57","0,00001","-27,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.326","-62,55","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.327","-59,12","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.328","-54,76","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.329","-52,65","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.330","-46,17","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.331","-42,21","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.332","-38,12","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.333","-36,53","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.334","-33,76","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.335","-29,00","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.336","-25,17","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.337","-21,87","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.338","-20,15","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.339","-16,85","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:53.340","-8,13","0,00001","-11,78","0,00001","0,00","0,00001"
