"Hora","Voltage[V]","ε Voltage[V]","Current[µA]","ε Current[µA]","Pressure[Pa]","ε Pressure[Pa]"
"2022-11-16 16:33:54.382","-40,36","0,00001","-25,53","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.383","-42,61","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.384","-44,98","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.385","-46,83","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.386","-50,80","0,00001","-25,53","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.387","-54,76","0,00001","-26,18","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.388","-56,87","0,00001","-22,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.389","-59,38","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.390","-61,50","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.391","-59,12","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.392","-56,87","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.393","-49,34","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.394","-45,25","0,00001","-19,31","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.395","-42,87","0,00001","-22,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.396","-40,63","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.397","-36,53","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.398","-32,83","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.399","-28,61","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.400","-26,10","0,00001","-19,31","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.401","-23,72","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.402","-19,23","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.403","-11,57","0,00001","-13,09","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.404","-9,59","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.405","-7,08","0,00001","-13,09","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.406","-2,58","0,00001","-8,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.407","0,98","0,00001","-5,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.408","3,62","0,00001","-3,59","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.409","4,81","0,00001","0,01","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.410","7,72","0,00001","4,92","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.411","11,81","0,00001","9,17","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.412","14,98","0,00001","14,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.413","16,83","0,00001","16,04","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.414","21,46","0,00001","21,28","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.415","25,02","0,00001","24,88","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.416","28,46","0,00001","29,14","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.417","29,51","0,00001","31,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.418","30,70","0,00001","35,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.419","35,46","0,00001","38,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.420","38,49","0,00001","42,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.421","41,93","0,00001","48,12","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.422","42,59","0,00001","51,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.423","44,04","0,00001","55,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.424","52,76","0,00001","65,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.425","55,67","0,00001","71,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.426","55,53","0,00001","76,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.427","57,65","0,00001","82,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.428","62,53","0,00001","81,84","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.429","58,57","0,00001","65,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.430","55,01","0,00001","53,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.431","49,59","0,00001","41,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.432","46,29","0,00001","31,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.433","45,23","0,00001","21,61","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.434","41,93","0,00001","14,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.435","33,48","0,00001","-1,30","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.436","30,31","0,00001","-6,21","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.437","28,32","0,00001","-7,52","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.438","25,55","0,00001","-8,18","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.439","22,12","0,00001","-11,78","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.440","17,36","0,00001","-14,72","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.441","13,66","0,00001","-14,72","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.442","11,68","0,00001","-12,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.443","9,30","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.444","5,60","0,00001","-15,38","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.445","0,72","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.446","-3,77","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.447","-5,49","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.448","-8,66","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.449","-12,89","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.450","-15,40","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.451","-17,25","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.452","-18,96","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.453","-22,27","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.454","-26,49","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.455","-28,47","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.456","-32,17","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.457","-35,87","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.458","-39,83","0,00001","-24,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.459","-41,95","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.460","-44,59","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.461","-46,31","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.462","-50,14","0,00001","-24,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.463","-54,23","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.464","-56,21","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.465","-58,85","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.466","-60,57","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.467","-57,67","0,00001","-25,53","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.468","-53,83","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.469","-50,14","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.470","-45,91","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.471","-43,53","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.472","-41,42","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.473","-37,32","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.474","-33,63","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.475","-29,13","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.476","-26,62","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.477","-20,28","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.478","-16,59","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.479","-12,36","0,00001","-11,78","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.480","-10,25","0,00001","-13,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.481","-8,13","0,00001","-13,09","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.482","-3,11","0,00001","-9,16","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.483","0,19","0,00001","-5,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.484","3,62","0,00001","-3,92","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.485","4,42","0,00001","-1,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.486","6,79","0,00001","2,30","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.487","11,28","0,00001","7,53","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.488","16,44","0,00001","14,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.489","17,10","0,00001","17,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.490","20,40","0,00001","20,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.491","24,76","0,00001","23,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.492","27,93","0,00001","28,81","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.493","29,38","0,00001","31,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.494","30,04","0,00001","35,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.495","34,40","0,00001","38,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.496","38,10","0,00001","42,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.497","41,27","0,00001","47,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.498","43,25","0,00001","55,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.499","48,67","0,00001","59,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.500","52,23","0,00001","64,82","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.501","55,27","0,00001","70,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.502","55,53","0,00001","75,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.503","56,99","0,00001","80,53","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.504","62,67","0,00001","85,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.505","59,10","0,00001","67,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.506","55,93","0,00001","55,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.507","50,51","0,00001","42,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.508","47,08","0,00001","33,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.509","42,46","0,00001","16,04","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.510","39,42","0,00001","8,84","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.511","34,66","0,00001","0,66","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.512","30,97","0,00001","-3,92","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.513","29,25","0,00001","-5,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.514","26,08","0,00001","-6,87","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.515","22,91","0,00001","-10,47","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.516","18,02","0,00001","-13,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.517","14,32","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.518","12,21","0,00001","-12,11","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.519","6,53","0,00001","-14,72","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.520","1,77","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.521","-1,53","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.522","-3,11","0,00001","-15,38","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.523","-4,96","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.524","-8,00","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.525","-12,36","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.526","-14,87","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.527","-16,85","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.528","-18,30","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.529","-21,47","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.530","-27,95","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.531","-30,06","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.532","-31,78","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.533","-35,08","0,00001","-21,93","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.534","-39,30","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.535","-41,68","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.536","-44,06","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.537","-45,65","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.538","-49,08","0,00001","-24,22","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.539","-53,44","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.540","-58,19","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.541","-60,04","0,00001","-23,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.542","-60,17","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.543","-58,33","0,00001","-26,51","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.544","-55,02","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.545","-51,19","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.546","-46,57","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.547","-43,93","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.548","-41,95","0,00001","-22,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.549","-38,38","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.550","-34,15","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.551","-27,28","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.552","-25,17","0,00001","-17,02","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.553","-21,08","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.554","-17,77","0,00001","-11,78","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.555","-13,02","0,00001","-11,45","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.556","-10,51","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.557","-8,53","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.558","-4,43","0,00001","-10,80","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.559","-0,87","0,00001","-7,20","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.560","2,83","0,00001","-5,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.561","6,40","0,00001","0,66","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.562","10,76","0,00001","5,57","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.563","13,40","0,00001","11,13","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.564","16,30","0,00001","14,08","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.565","16,96","0,00001","16,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.566","19,87","0,00001","20,30","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.567","24,36","0,00001","23,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.568","27,27","0,00001","28,81","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.569","29,12","0,00001","31,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.570","29,51","0,00001","35,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.571","33,21","0,00001","38,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.572","40,61","0,00001","46,81","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.573","42,33","0,00001","51,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.574","42,72","0,00001","54,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.575","47,34","0,00001","58,60","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.576","51,70","0,00001","62,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.577","54,87","0,00001","68,09","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.578","55,53","0,00001","73,33","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.579","56,06","0,00001","78,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.580","62,01","0,00001","84,78","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.581","59,76","0,00001","70,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.582","51,84","0,00001","45,18","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.583","47,34","0,00001","34,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.584","46,02","0,00001","25,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.585","42,99","0,00001","18,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.586","40,34","0,00001","11,79","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.587","35,72","0,00001","2,95","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.588","31,63","0,00001","-2,61","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.589","29,38","0,00001","-4,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.590","26,34","0,00001","-5,56","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.591","23,57","0,00001","-8,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.592","19,34","0,00001","-12,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.593","13,40","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.594","10,36","0,00001","-12,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.595","7,45","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.596","2,83","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.597","-0,87","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.598","-2,45","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.599","-4,43","0,00001","-15,71","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.600","-7,34","0,00001","-18,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.601","-11,30","0,00001","-21,60","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.602","-14,47","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.603","-17,77","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.604","-20,55","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.605","-24,78","0,00001","-22,25","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.606","-27,95","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.607","-29,40","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.608","-31,38","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.609","-34,42","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.610","-38,25","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.611","-41,55","0,00001","-22,58","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.612","-43,14","0,00001","-19,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.613","-45,12","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.614","-52,65","0,00001","-26,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.615","-55,82","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.616","-57,53","0,00001","-23,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.617","-59,51","0,00001","-23,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.618","-60,84","0,00001","-25,85","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.619","-58,72","0,00001","-26,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.620","-56,08","0,00001","-25,20","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.621","-51,32","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.622","-47,49","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.623","-44,32","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.624","-39,57","0,00001","-19,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.625","-34,95","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.626","-30,72","0,00001","-14,40","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.627","-27,81","0,00001","-16,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.628","-25,57","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.629","-22,66","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.630","-18,04","0,00001","-12,76","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.631","-13,81","0,00001","-11,78","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.632","-10,77","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.633","-9,19","0,00001","-14,72","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.634","-6,02","0,00001","-13,41","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.635","2,30","0,00001","-6,21","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.636","4,15","0,00001","-4,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.637","5,60","0,00001","-0,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.638","9,30","0,00001","4,59","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.639","12,34","0,00001","9,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.640","15,91","0,00001","15,39","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.641","17,36","0,00001","17,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.642","18,95","0,00001","20,63","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.643","23,04","0,00001","23,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.644","25,95","0,00001","27,83","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.645","29,64","0,00001","34,70","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.646","32,02","0,00001","38,30","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.647","37,17","0,00001","41,90","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.648","40,08","0,00001","45,50","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.649","42,59","0,00001","49,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.650","42,72","0,00001","53,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.651","45,36","0,00001","56,96","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.652","51,70","0,00001","60,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.653","54,35","0,00001","65,80","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.654","56,33","0,00001","71,69","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.655","55,67","0,00001","76,60","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.656","61,48","0,00001","73,33","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.657","57,78","0,00001","59,91","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.658","53,68","0,00001","49,10","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.659","48,01","0,00001","37,98","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.660","45,36","0,00001","28,48","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.661","43,91","0,00001","19,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.662","41,00","0,00001","14,08","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.663","37,44","0,00001","6,55","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.664","32,29","0,00001","-0,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.665","29,12","0,00001","-5,23","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.666","27,27","0,00001","-7,52","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.667","20,80","0,00001","-12,43","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.668","15,91","0,00001","-15,38","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.669","12,61","0,00001","-15,05","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.670","10,49","0,00001","-13,74","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.671","8,11","0,00001","-14,07","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.672","4,42","0,00001","-18,00","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.673","-0,34","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.674","-2,72","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.675","-4,70","0,00001","-16,03","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.676","-6,55","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.677","-13,81","0,00001","-20,62","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.678","-16,06","0,00001","-17,67","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.679","-18,17","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.680","-19,76","0,00001","-16,36","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.681","-23,45","0,00001","-20,29","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.682","-27,55","0,00001","-21,27","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.683","-29,13","0,00001","-18,32","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.684","-31,51","0,00001","-17,34","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.685","-33,23","0,00001","-18,65","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.686","-37,06","0,00001","-23,89","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.687","-40,76","0,00001","-24,54","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.688","-45,51","0,00001","-20,94","0,00001","0,00","0,00001"
"2022-11-16 16:33:54.689","-47,23","0,00001","-22,58","0,00001","0,00","0,00001"
